year,species_code,sex,sex_desc,length,iss,nss,nhl
1991,21921,0,total,25,3.0830227508188863,16,3
1991,21921,0,total,25,3.0830227508188863,16,4
1991,21921,0,total,26,3.4700687351649413,21,5
1991,21921,0,total,26,3.4700687351649413,21,4
1991,21921,0,total,27,6.398667134872359,24,3
1991,21921,0,total,27,6.398667134872359,24,2
1991,21921,0,total,28,6.478603514890173,29,2
1991,21921,0,total,28,6.478603514890173,29,5
1991,21921,0,total,29,17.37261939241516,42,4
1991,21921,0,total,29,17.37261939241516,42,3
1991,21921,0,total,30,17.482178168036338,56,6
1991,21921,0,total,30,17.482178168036338,56,7
1991,21921,0,total,31,9.652436941403447,36,6
1991,21921,0,total,31,9.652436941403447,36,6
1991,21921,0,total,32,8.12285425913014,21,7
1991,21921,0,total,32,8.12285425913014,21,4
1991,21921,0,total,33,4.755241176692518,18,4
1991,21921,0,total,33,4.755241176692518,18,6
1991,21921,0,total,34,3.1273409071449123,21,5
1991,21921,0,total,34,3.1273409071449123,21,4
1991,21921,0,total,35,3.126328909549264,22,7
1991,21921,0,total,35,3.126328909549264,22,3
1991,21921,0,total,36,3.207624509416657,27,5
1991,21921,0,total,36,3.207624509416657,27,4
1991,21921,0,total,37,4.587644560204715,28,6
1991,21921,0,total,37,4.587644560204715,28,4
1991,21921,0,total,38,5.159703901251097,21,4
1991,21921,0,total,38,5.159703901251097,21,3
1991,21921,0,total,39,3.9573051781552966,13,4
1991,21921,0,total,39,3.9573051781552966,13,5
1991,21921,0,total,40,2.6563892855819042,4,1
1991,21921,0,total,40,2.6563892855819042,4,3
1991,21921,0,total,41,2.3552073038921923,6,3
1991,21921,0,total,41,2.3552073038921923,6,3
1991,21921,0,total,42,3.8099892749608415,2,1
1991,21921,0,total,43,1.981733299362039,2,1
1991,21921,0,total,43,1.981733299362039,2,1
1991,21921,0,total,44,2.8933785826315797,4,1
1991,21921,0,total,44,2.8933785826315797,4,3
1991,21921,0,total,45,3.2262692644659143,4,1
1991,21921,0,total,45,3.2262692644659143,4,3
1991,21921,0,total,46,2.7383421295734776,2,1
1991,21921,0,total,47,2.85363549515399,2,1
1991,21921,0,total,48,3.597174919117573,3,2
1991,21921,0,total,49,1.1172373766686015,1,1
1991,21921,1,male,22,1.7355371900826448,1,1
1991,21921,1,male,23,5.162417701775916,6,3
1991,21921,1,male,24,2.8331742544129397,2,1
1991,21921,1,male,25,3.448732235475951,8,3
1991,21921,1,male,26,3.834719739939722,13,5
1991,21921,1,male,27,4.477873317157146,15,3
1991,21921,1,male,28,4.523125955661256,18,2
1991,21921,1,male,29,10.439280083977868,21,4
1991,21921,1,male,30,12.377198818260771,26,6
1991,21921,1,male,31,6.065164371568974,20,6
1991,21921,1,male,32,5.905258902204646,14,7
1991,21921,1,male,33,3.197721884910739,8,4
1991,21921,1,male,34,3.21656401710232,8,5
1991,21921,1,male,35,2.9237323139244955,14,7
1991,21921,1,male,36,2.51733178317977,14,5
