year,species_code,sex,sex_desc,iss,nss,nhls
1995,10115,1,male,67.12225469976688,126,30
1995,10115,2,female,100.26318446631764,207,34
1995,10115,4,total_post,158.34106518292808,343,49
1995,10115,12,female_male,167.13545909618733,333,42
1995,10130,0,total_pre,1900.9288690190056,14993,269
1995,10130,1,male,1187.5467574735974,7317,239
1995,10130,2,female,1164.4495279956259,7354,259
1995,10130,4,total_post,1900.928863279336,14993,269
1995,10130,12,female_male,2296.493212515042,14671,269
1995,10210,0,total_pre,1708.4611937334491,22116,254
1995,10210,1,male,968.4628629189591,8791,214
1995,10210,2,female,1495.979645661297,13325,249
1995,10210,4,total_post,1708.461191096817,22116,254
1995,10210,12,female_male,2237.273238718746,22116,254
1995,10285,0,total_pre,1858.3542764009942,9919,252
1995,10285,1,male,942.3251717676593,4565,193
1995,10285,2,female,1178.6341706526393,5352,243
1995,10285,4,total_post,1858.3542620557175,9919,252
1995,10285,12,female_male,1955.2865183120648,9917,252
1995,21720,0,total_pre,2006.5028147897726,9820,347
1995,21720,1,male,1141.8440223380023,4819,325
1995,21720,2,female,1222.531405779448,4750,322
1995,21720,4,total_post,2006.5027913523154,9820,347
1995,21720,12,female_male,2350.110561431408,9569,343
1995,21740,0,total_pre,525.8938789792294,133393,363
1995,21740,1,male,355.6021503448931,43038,313
1995,21740,2,female,614.1010414407805,42014,316
1995,21740,4,total_post,525.8938792643115,133393,363
1995,21740,12,female_male,764.277049526182,85052,333
1996,10110,0,total_pre,1903.8824875982639,8749,174
1996,10110,1,male,595.8522199115422,2207,125
1996,10110,2,female,1577.728769346823,6498,169
1996,10110,4,total_post,1903.8824777428356,8749,174
1996,10110,12,female_male,2150.96041908983,8705,173
1996,10112,0,total_pre,334.6102408546396,826,136
1996,10112,1,male,163.05564877646214,400,109
1996,10112,2,female,197.78530928263336,426,117
1996,10112,4,total_post,334.61021344154096,826,136
1996,10112,12,female_male,358.50985280276143,826,136
1996,10115,0,total_pre,236.11092363248537,450,75
1996,10115,1,male,109.21898861326278,206,47
1996,10115,2,female,121.47117486357746,225,58
1996,10115,4,total_post,236.11090437081697,450,75
